uuid,Площадь,Кол-во Комнат,Этаж Квартиры,Ремонт,Экспозиция,Год Постройки,Год Ввода в Эксплуатацию,Этажей в Доме,Общая Площадь Дома,Материал Перекрытий,Материал Стен,Газ,Район,Почтовый Индекс,Широта,Долгота,Цена за квадрат
baafc201-494a-45da-9442-04a775433631,38,1,18,2,1637,2017.0,2017.0,20.0,6215.795935044526,1,4,2,2,420106.0,55.868359,48.883443,108466
975aef50-3716-4c84-9e6d-86c876eee32c,200,5,2,1,1673,2002.0,2002.0,9.0,7028.9,1,3,3,6,420029.0,55.80568,49.180004,97500
221d9dd8-18b0-4a1c-ae9c-f75cbe5c81b7,51,2,4,2,1761,1970.0,1970.0,5.0,6342.5,1,7,3,2,420102.0,55.820966,49.060717,109196
7bf9ea79-ec67-4b2c-8313-e2fb6d7b36a0,30,1,5,2,1407,1968.0,1968.0,5.0,4271.5,1,3,3,3,420091.0,55.873157,49.017319,78595
7ddac609-093f-4855-b600-da901aad6be6,96,4,7,2,1671,1992.0,1992.0,9.0,4574.9,1,7,3,6,420140.0,55.769332,49.22183,91667
8a7d8b42-4d4b-4a0f-a18e-049d22ddd4a3,65,3,2,1,1405,1958.0,1958.0,3.0,2216.5,0,2,3,4,420044.0,55.838708,49.101842,97508
7ebdfefd-82f5-46fc-abe9-d17fbbb417a8,47,2,5,1,1817,1976.0,1976.0,5.0,7823.6,1,3,3,6,420075.0,55.858695,49.229447,110638
b7f7553a-6228-4462-b316-b7db8ef67296,60,2,2,3,1517,1998.0,1998.0,9.0,6215.795935044526,1,3,3,1,420087.0,55.781053,49.10813,63333
fe9d2b02-f3f0-4e97-a8c5-914c1ecbe8f2,84,3,16,3,1373,2018.0,2018.0,18.0,6215.795935044526,1,0,2,2,420106.0,55.865935,48.882868,85714
ffcab449-3232-4333-9106-224be0f3adbb,57,3,4,2,1372,1970.0,1970.0,5.0,6749.9,1,3,3,3,420091.0,55.874455,49.016538,101232
b304fd15-7528-451c-896c-fdccc9eb6cd4,32,1,5,2,1480,1964.0,1964.0,5.0,2801.2,1,7,3,3,420085.0,55.869122,49.016879,108696
93bd3e03-911b-48b3-8358-fb579ce77bb0,58,3,5,0,1729,1971.0,1971.0,5.0,4602.4,1,7,3,6,420061.0,55.796962,49.192068,101884
b2c4376e-1100-437d-96d5-ae1115e88e9e,62,3,2,2,1911,1970.0,1970.0,5.0,4271.53,1,2,3,0,420127.0,55.857947,49.100521,112721
e92083e2-247e-4b56-b6d0-8f4bb1a5f241,52,3,3,2,1911,1998.0,1998.0,9.0,6215.795935044526,1,3,3,5,420087.0,55.744196,49.26935,92308
c001f60a-3ece-447d-b66e-600b9ff87277,68,3,5,3,1434,1989.0,1989.0,9.0,11075.9,1,3,3,3,420006.0,55.841412,49.034621,80764
c3a48a89-d738-4423-b5b2-92f092b208af,45,2,3,3,1608,1973.0,1973.0,5.0,3140.6,1,3,3,3,420006.0,55.839598,49.032285,101748
90475cf0-6d44-4883-96d2-a57ea6130ba4,63,3,1,2,1631,1976.0,1976.0,9.0,12538.4,1,8,3,5,420139.0,55.748832,49.222827,111288
0957b106-1777-49ca-bd03-7e31376ad0a7,40,1,7,2,1434,2020.0,2020.0,20.0,22939.3,1,4,2,2,420076.0,55.856174,48.899649,109428
f1079421-07b6-490e-b24e-53b8516494f5,20,1,2,0,1730,1970.0,1970.0,5.0,5074.29,1,2,2,0,420036.0,55.85341,49.068316,110000
11471660-7b14-4225-90b6-79740d08f053,62,2,17,2,1669,2019.0,2020.0,20.0,22014.9,1,4,2,2,420076.0,55.857629,48.896379,104000
50d8013c-40e8-4e7b-b081-74a7f5e1dee4,24,2,4,2,1372,1966.0,1966.0,5.0,3542.8,1,3,3,3,420085.0,55.866349,49.016708,101618
01d55772-bcb4-4423-833d-9cf5275f3cb2,42,2,3,2,1637,1953.0,1953.0,3.0,5309.7,0,3,3,2,420030.0,55.798024,49.05141,106132
fa2cfb60-c288-413e-9af0-4bae6b4a7529,13,1,1,2,1678,1974.0,1974.0,5.0,4221.2,1,3,3,3,420006.0,55.842752,49.033462,111538
fe3160bd-469c-4bc2-af03-47774971a607,27,1,2,1,1498,1957.0,1957.0,3.0,2040.3,1,3,3,3,420006.0,55.840068,49.035977,96296
4753a519-0051-40e5-aca0-990c148e772f,59,3,3,2,1395,1963.0,1963.0,5.0,3956.2,1,7,3,3,420080.0,55.829315,49.086795,110169
79e00689-bb42-4714-b5e6-11475555997e,25,1,4,2,1762,1988.0,1988.0,9.0,7516.01,1,3,3,6,420075.0,55.874617,49.22942,96000
be2218d9-76f4-4c16-a9a1-9d67ccd4eac6,62,2,11,2,1434,2015.0,2015.0,18.0,21708.5,1,7,1,2,420106.0,55.8637191,48.88061657729963,87662
b4856474-036f-4859-aa49-193fd238ed02,46,2,2,1,1813,1968.0,1968.0,5.0,4862.8,1,7,3,6,420087.0,55.755287,49.167958,113290
9fbc7aca-dce0-46a4-8021-2c160248f48f,53,2,2,2,1373,1937.0,1936.0,5.0,1972.67,0,3,3,0,420036.0,55.852986,49.077246,99620
12fe3fd7-37d5-4467-ab1b-4f2277a6e9d4,58,3,3,2,1434,1963.0,1963.0,5.0,3956.2,1,7,3,3,420080.0,55.829315,49.086795,111492
5247b43f-7f9b-4c27-a15e-d1bf776eac4e,30,1,1,1,1729,1932.0,1932.0,4.0,4840.36,1,3,3,2,420102.0,55.814548,49.061211,113333
03c5afbd-0a8d-4c25-8aa7-79a2956403a8,85,3,13,2,1498,2018.0,2018.0,19.0,6215.795935044526,1,4,2,2,420106.0,55.866667,48.875798,84706
222a0b63-4cf5-42f1-91ff-6315d8128d0b,38,1,2,0,1630,1958.0,1958.0,2.0,1083.04,0,3,3,0,420127.0,55.868688,49.085474,84211
6917d62c-d18f-4a51-af84-c9a7354937ff,86,3,14,1,1399,2015.0,2015.0,18.0,21578.5,0,2,3,6,420083.0,55.801905,49.24347,103023
3ebe56e6-9bb7-4883-ae87-25693bfb146c,62,3,9,2,1535,1978.0,1978.0,9.0,9164.1,1,3,3,2,420078.0,55.819171,48.900736,108590
34b58bd9-a8d9-4b69-b1a5-f03d487ba5b6,61,2,6,2,1676,2013.0,2013.0,9.0,7354.74,1,3,3,2,420077.0,55.818543,48.877613,100163
f2e3e87a-b788-4ca4-867c-fcd9c515a2d9,48,2,5,0,1434,2021.0,2021.0,20.0,24883.3,1,4,2,2,420076.0,55.845006,48.905364,104822
292ce262-6cf7-499b-84d2-0f5b253055df,65,2,2,0,1724,1979.0,1979.0,14.0,4620.5,1,2,2,5,420139.0,55.748007,49.226887,105263
c73a049a-c503-45a4-83d0-6b95935ddb29,72,3,6,0,1731,1986.0,1986.0,9.0,15285.2,1,2,3,0,420127.0,55.865172,49.095428,109637
47a91374-844e-455c-b44f-5a3746eacb7e,42,1,18,3,1400,2017.0,2018.0,18.0,6215.795935044526,1,4,2,2,420106.0,55.866364,48.874433,97619
d1586bbd-5bce-45e8-a2a2-12cbc45b63ca,44,2,5,0,1911,1976.0,1976.0,5.0,4652.1,1,3,3,3,420006.0,55.843394,49.048949,99548
c4d343d1-66fe-466e-8a3f-8dd7e0a22ada,41,1,11,2,1380,2018.0,2018.0,19.0,6215.795935044526,1,4,2,2,420106.0,55.866667,48.875798,101467
1a2b02cf-ce32-46f4-9f49-52396be18587,236,4,5,0,1911,1999.0,1999.0,5.0,1539.7,4,3,1,5,420138.0,55.741779,49.208328,71882
84614a79-0350-479f-8254-d0c58d42baa9,64,3,3,0,1518,1980.0,1980.0,9.0,7509.7,1,3,3,3,420095.0,55.8337224,49.05476641042414,108680
4840f25c-7c2f-4bf8-9390-86ca0605b1b4,78,2,3,1,1434,1999.0,2000.0,15.0,67162.76,1,4,2,6,420140.0,55.768891,49.220832,112821
c53d5c98-6c1d-4273-871b-cd50df2e55df,71,2,3,3,1402,1999.0,2000.0,15.0,67162.76,1,4,2,6,420140.0,55.768891,49.220832,108451
60f882ea-3852-4fb8-a58e-a9d91ff9481b,32,1,3,0,1636,1998.0,1998.0,9.0,6215.795935044526,1,3,3,6,420087.0,55.876309,49.246794,96875
464b8196-32e2-4329-8003-1786d7af02b9,84,3,8,2,1433,2017.0,2017.0,18.0,6215.795935044526,1,4,2,2,420106.0,55.867228,48.877945,80952
74198976-7f04-4964-a760-0bde077eeafa,21,1,2,2,1390,1978.0,1978.0,5.0,4747.2,1,3,3,6,420056.0,55.834042,49.20221,95238
dc5f0e65-c579-4710-843b-e97616cb047e,46,2,3,2,1608,1971.0,1971.0,5.0,3562.6,1,3,3,3,420006.0,55.839618,49.030434,105435
cfe2d66a-f593-4ee9-bcf7-6ddcc30b0079,42,2,1,0,1434,1960.0,1960.0,4.0,2560.0,1,3,3,2,420078.0,55.821032,48.896837,80569
3ad6d061-fe21-48a9-a6db-994fb317e86d,44,1,18,0,1715,2015.0,2015.0,18.0,21708.5,1,7,1,2,420106.0,55.8637191,48.88061657729963,98864
4b8ee58a-9b1b-439b-9709-584fed6f741b,34,2,5,1,1731,1974.0,1974.0,5.0,2975.6,1,3,3,3,420085.0,55.862651,49.019161,78488
de4809c7-44c3-43e7-93a9-948ebab4a4c5,51,2,4,2,1838,1983.0,1983.0,5.0,4848.7,1,3,3,2,420079.0,55.806282,48.945292,107212
37f64951-413b-4323-92d8-eb3c1e46e87f,46,2,1,2,1761,1953.0,1953.0,7.0,8736.7,1,3,3,3,420080.0,55.833991,49.081037,86957
29da9118-3f32-47b8-b378-1c8b175b0fc4,12,1,4,2,1637,1974.0,1974.0,5.0,4221.2,1,3,3,3,420006.0,55.842752,49.033462,88629
94406f05-0ea9-49a7-b196-c1b08da3da49,64,3,7,2,1608,1993.0,1993.0,10.0,7670.2,1,7,3,3,420006.0,55.843419,49.034692,105928
452faab5-1937-4885-8874-da9430537cd3,69,3,9,2,1835,1988.0,1988.0,9.0,17225.29,0,2,3,4,420132.0,55.842105,49.149533,109913
726ef349-e0f4-4d60-95a1-30aee9cefd06,47,2,2,2,1911,1998.0,1998.0,9.0,6215.795935044526,1,3,3,1,420087.0,55.797468,49.124569,99576
00b0f453-fc10-4f17-b466-ff24ed3662fc,59,3,1,1,1498,1975.0,1975.0,5.0,4377.3,1,3,3,0,420091.0,55.873041,49.020293,104949
13fc5fd5-7c79-48c4-b3e1-cdf0346bb686,59,3,5,2,1608,1971.0,1971.0,5.0,4602.4,1,7,3,6,420061.0,55.796962,49.192068,96610
1e7d1755-bbaa-4c14-b7bd-df25d613c441,64,3,1,2,1373,1983.0,1983.0,9.0,6215.795935044526,1,7,1,3,420102.0,55.826448,49.062208,110236
5eed4f55-5b72-4871-83ba-8df9eef88431,68,3,5,2,1547,1998.0,1998.0,9.0,6215.795935044526,1,3,3,5,420087.0,55.744075,49.270671,110294
40e1e755-0742-4b22-a3cc-263c5393cc9c,32,1,3,3,1400,1955.0,1955.0,3.0,2270.61,1,3,3,2,420078.0,55.820971,48.894555,103125
d73f155b-4969-40b6-91fe-570b6a541af8,67,3,1,0,1579,1999.0,1999.0,10.0,15468.06,0,2,3,6,420100.0,55.782962,49.234307,110945
76e823db-ff8f-4b3c-9a58-22c19aab0700,64,2,16,2,1517,2017.0,2017.0,20.0,6215.795935044526,1,0,2,2,420106.0,55.865692,48.871352,86047
b117d317-9015-43a3-bd40-ea64c4fa39c8,63,2,2,2,1609,2018.0,2018.0,20.0,6215.795935044526,1,4,2,2,420106.0,55.867662,48.880119,93301
e3c50e9e-17f7-4b62-b6b9-999352c86572,66,3,10,2,1643,1995.0,1995.0,10.0,6611.991088287602,1,3,3,0,420037.0,55.854572,49.069942,112977
0be57f15-0920-46da-8359-25c9deee53ee,60,3,4,2,1608,1967.0,1967.0,5.0,6215.795935044525,1,7,1,3,420095.0,55.829138,49.070427,98481
af09035d-80a3-4a1f-87b8-0a10b0ecf047,97,3,3,0,1731,2023.0,2023.0,10.0,6215.795935044526,1,3,1,5,420014.0,55.796127,49.106414,113299
ed4efeda-0ede-4a12-8f9e-81ad452cce54,42,2,3,0,1843,1968.0,1968.0,5.0,3142.5,1,3,3,3,420006.0,55.840032,49.034773,92833
6020d307-24a3-4a30-9599-c48f50cf86b0,47,3,1,0,1723,1973.0,1973.0,5.0,3081.7,1,3,3,3,420091.0,55.878995,49.016897,99156
471278f3-9f30-413c-995d-8ed6b8d825b0,58,3,1,2,1609,1967.0,1967.0,5.0,5266.7,1,3,3,2,420078.0,55.819853,48.897116,77257
bce5ddf2-8e60-4261-b6a6-061e7767fc32,35,1,1,2,1731,1995.0,1995.0,9.0,6718.2,1,3,3,2,420078.0,55.821472,48.891097,107365
dece05de-d42a-40d4-bdc2-f7e485be6f59,71,2,4,2,1535,2008.0,2013.0,5.0,6215.795935044526,1,2,3,6,420125.0,55.809585,49.26821,99010
2253685f-d444-4b37-840e-1abf895269d9,131,5,5,0,1384,1968.0,1968.0,5.0,6566.25,4,3,1,1,420097.0,55.786242,49.156783,70283
3fea19d3-29a2-42d2-9a10-020616950df4,85,4,2,2,1398,1985.0,1985.0,9.0,24322.49,1,2,3,4,420132.0,55.842661,49.141826,86572
827db124-7095-4600-9fa5-edb3b3b5b575,34,1,4,2,1479,1981.0,1981.0,9.0,5801.8,1,3,3,3,420006.0,55.842105,49.03374,101471
84cc44d1-caf0-44f7-baea-9c0bf715e816,42,2,7,0,1731,1990.0,1990.0,9.0,9632.8,1,3,2,5,420141.0,55.750317,49.228594,112941
3ba6d9c2-24ab-4677-8e3d-22f314d0d969,40,1,1,2,1787,1980.0,1980.0,5.0,5077.3,1,3,3,3,420091.0,55.878773,49.018685,110025
f10ae979-cb55-47a1-8655-df741128254c,63,3,5,1,1609,1976.0,1976.0,5.0,4353.4,1,3,3,2,420033.0,55.824607,49.052003,106502
96389324-2413-4491-b5dc-e10007d1717a,90,4,8,3,1579,1990.0,1990.0,9.0,15384.9,1,7,3,5,420138.0,55.747176,49.200809,112222
476f2333-9112-493b-ba91-2802a280b2db,85,3,17,3,1372,2017.0,2017.0,18.0,6215.795935044526,1,4,2,2,420106.0,55.867228,48.877945,87264
7f5c3232-90b4-4076-9f5b-38ab6c906b26,53,2,1,2,1372,1994.0,1994.0,5.0,5358.51,1,8,2,2,420078.0,55.813506,48.908515,78652
0a05b868-6c02-403e-869a-f106a14ce0c4,50,1,1,2,1819,1983.0,1983.0,9.0,14130.09,1,2,3,5,420141.0,55.755186,49.23817,45293
516d79f6-cb9d-489d-88ae-132842c01a65,95,3,9,1,1383,1998.0,1998.0,9.0,6725.14,0,2,3,6,420100.0,55.780061,49.220985,96013
a37e49a3-9a51-409a-b5b5-9b802701e1da,104,3,10,1,1579,2001.0,2001.0,10.0,11477.4,1,7,3,4,420136.0,55.841139,49.128818,100962
8358ed1a-7d52-4880-8b96-f68276d98bb0,58,3,4,0,1818,1968.0,1968.0,5.0,7072.1,1,8,3,6,420087.0,55.760302,49.169844,105146
286e3666-7ab8-4bf5-8200-e1f186e2dcf4,51,2,5,1,1678,2021.0,2022.0,10.0,6215.795935044526,1,4,2,2,420076.0,55.857771,48.908776,111546
8b581796-0df0-40ea-aa25-22433dea83dd,38,2,1,2,1497,1962.0,1960.0,3.0,701.42,0,2,2,5,420054.0,55.742509,49.13702,88773
ebdbe2ae-1d48-46a0-88da-36f1b8fcd238,53,2,2,0,1579,1987.0,1987.0,9.0,11924.5,1,7,3,0,420037.0,55.871491,49.078602,109434
85cc93fa-456c-44f6-a817-7598eb119442,63,3,1,2,1518,2004.0,2004.0,5.0,8000.0,0,2,3,2,420078.0,55.818629,48.905694,112698
8a9ef454-1400-429d-9c4e-9bf6e9f06674,18,1,8,2,1399,1977.0,1977.0,9.0,6555.45,1,3,3,6,420071.0,55.859003,49.222872,105650
b2c9de8a-9382-44ab-acfa-7c6661b8ef9f,114,3,8,0,1679,1997.0,1997.0,10.0,9974.6,0,2,3,6,420087.0,55.770107,49.178225,85890
caf11f9b-0278-4995-858e-4518923fac91,53,2,2,2,1609,1987.0,1987.0,9.0,11924.5,1,7,3,0,420037.0,55.871491,49.078602,105660
a765bbb2-9d11-4c29-82fe-212a06c9fd6f,44,2,2,2,1852,1971.0,1971.0,5.0,6471.0,1,3,3,6,420061.0,55.800656,49.192194,59068
67fcd4ea-9935-47bf-ab6c-a61737198ff9,65,3,3,2,1842,1958.0,1958.0,3.0,2562.3,1,3,3,6,420071.0,55.868455,49.22306,92736
7d13a163-b00f-4d28-83a0-40585279d4aa,51,2,1,0,1617,1940.0,1940.0,2.0,589.3,0,3,3,3,420039.0,55.840224,49.061022,68359
45d12db3-458b-4ba1-b146-b743e9edeb76,61,3,4,3,1399,1998.0,1998.0,9.0,6215.795935044526,1,3,3,1,420087.0,55.769362,49.166853,105090
68356d12-6171-4fd8-aba3-4b40b7e26924,44,2,1,2,1373,1994.0,1994.0,9.0,3645.6,1,3,3,2,420076.0,55.846932,48.903889,95455
0595fbc2-b91c-4b50-ad55-b56a6dcfd5ef,41,2,1,2,1372,1957.0,1957.0,2.0,688.94,0,3,3,6,420061.0,55.807623,49.194269,109489
102d9ad0-ebbe-43c1-9e14-dd27b6392224,140,3,2,2,1700,1999.0,1999.0,9.0,9854.6,1,3,1,6,420087.0,55.76779595,49.17666052158964,110714
81a7bf86-56af-41f8-bb68-83e6f99527be,59,3,3,2,1882,1973.0,1973.0,5.0,5963.2,1,3,3,6,420071.0,55.858523,49.225216,110153
7061ceb5-ffc2-4903-a654-d180b4b0d9fa,46,2,3,0,1496,1956.0,1956.0,3.0,3224.1,4,3,0,6,420075.0,55.869849,49.22668,87500
49497547-f912-42a0-93c1-1a512ab0cadd,53,2,7,2,1644,1989.0,1989.0,9.0,11075.9,1,3,3,3,420006.0,55.841412,49.034621,98840
1ae62801-069e-41df-b1ab-ce32342ef65a,35,1,4,0,1517,1983.0,1983.0,9.0,6750.9,1,8,3,6,420071.0,55.874067,49.227767,108262
af0c7d08-e6a7-4dec-ab27-e2f8cc4b8ed4,42,2,1,0,1636,1950.0,1950.0,2.0,918.9,0,3,3,6,420075.0,55.866849,49.230777,92771
e7b6a186-4063-4a30-a9b8-94e16108d7aa,74,2,16,0,1637,2000.0,2000.0,17.0,91887.56,1,4,2,6,420140.0,55.763807,49.220608,102151
aeafd598-43bc-4fb2-a38f-b47c0e74bb13,95,4,12,2,1911,2000.0,2000.0,17.0,91887.56,1,4,2,6,420140.0,55.763807,49.220608,111474
a281a274-a6d7-46ca-a175-dc5ff9477672,30,2,2,1,1608,1976.0,1975.0,5.0,4651.98,1,3,3,0,420127.0,55.86157,49.104528,111111
a4b7f6d4-1319-41ee-8839-ee88e3908b1e,44,2,3,1,1609,1964.0,1964.0,4.0,2039.8,1,3,3,2,420076.0,55.846431,48.896136,101787
7dc185a4-9108-4ccf-ac63-05080508a1b2,32,1,4,0,1608,1964.0,1964.0,5.0,4013.4,1,3,3,3,420085.0,55.867657,49.019915,100946
af3d675e-6403-42c1-9c68-7922336bda08,65,3,10,2,1717,1991.0,1991.0,10.0,14840.06,1,7,3,6,420140.0,55.765807,49.227094,112308
aa2b6ef3-4f8b-45ff-b24c-09b400f34d94,83,4,4,2,1547,1983.0,1983.0,5.0,4257.0,1,8,3,5,420138.0,55.746694,49.197189,101572
deb16194-d9a8-430f-a7bf-3800ef905c59,47,2,3,2,1818,1970.0,1970.0,5.0,3727.5,1,7,3,3,420091.0,55.871556,49.01713,96132
ee825845-bfd0-4f29-919c-f136852fbfc2,58,2,3,3,1406,1946.0,1946.0,3.0,4451.12,0,2,3,0,420036.0,55.854461,49.082698,96187
03ef61d7-ee4c-46b2-9c10-09e663fed2bf,88,2,2,2,1787,1995.0,1995.0,14.0,6215.795935044526,1,3,2,5,420138.0,55.74636,49.198842,105204
9e88076f-16c9-4048-b27f-bf9f4997586d,42,2,4,2,1373,1976.0,1976.0,5.0,3372.7,1,7,3,5,420054.0,55.734273,49.142859,103529
a66eaea0-63d8-48da-b3d1-e4aac1ed64bd,161,4,6,0,1911,2000.0,2000.0,17.0,91887.56,1,4,2,6,420140.0,55.763807,49.220608,93110
8e91ceb7-8f34-4e00-83b7-33146925ed63,63,2,9,2,1762,2018.0,2018.0,20.0,6215.795935044526,1,4,2,2,420106.0,55.867662,48.880119,95064
2d0107e1-b074-458d-b81a-a99368d98dbc,62,3,1,2,1480,1970.0,1970.0,5.0,4271.53,1,2,3,0,420127.0,55.857947,49.100521,93177
7915da88-5204-4501-898f-7ab20e13e50c,70,3,3,0,1638,2003.0,2003.0,10.0,6857.7,1,7,3,6,420025.0,55.795838,49.226016,105603
1725b882-6af9-498e-aaaa-53d0dad6ae91,42,2,5,2,1883,1969.0,1969.0,5.0,4278.7,1,3,3,6,420071.0,55.863091,49.221228,112440
60f9828e-12fa-42e6-ae65-1e349e11c0cd,36,2,1,0,1885,1963.0,1963.0,2.0,580.1,1,3,3,2,420076.0,55.846815,48.905066,80332
bddde10e-b47b-445f-a9b8-ff5bfd1e8efa,60,3,3,2,1579,1973.0,1973.0,5.0,3787.8,1,3,3,3,420102.0,55.827221,49.067229,112395
45bc4044-a5e3-444f-b0a0-734c94c4629c,39,2,2,2,1780,1917.0,1917.0,3.0,6215.795935044526,0,3,1,1,420021.0,55.776254,49.119961,107692
deba1866-ad0c-4d97-9a94-a70bda081c93,70,3,6,2,1390,2020.0,2020.0,19.0,27186.1,4,6,2,2,420076.0,55.8571714,48.9062462,92857
9ef5f637-f846-4266-ab69-9e76a30d983f,36,2,9,2,1434,1998.0,1998.0,9.0,6215.795935044526,1,3,3,0,420087.0,55.859716,49.104186,104396
eb23cfea-5c0c-407b-9dea-c03ebb849368,44,2,1,0,1720,1998.0,1998.0,9.0,6215.795935044526,1,3,3,1,420087.0,55.781053,49.10813,90682
d6fcb733-33b6-4405-bdd0-cb09b4b496b0,53,2,3,2,1497,2022.0,2022.0,10.0,6215.795935044526,1,3,2,2,420076.0,55.857225,48.909943,113208
5fc96add-9d64-4533-8843-0589717043d7,86,3,9,2,1498,2018.0,2018.0,19.0,6215.795935044526,1,4,2,2,420106.0,55.866667,48.875798,79242
315c7042-4af7-454c-a095-4b5d4212e3c1,54,2,9,3,1372,1980.0,1980.0,9.0,22183.52,1,2,3,5,420141.0,55.752516,49.227246,108656
f7f36648-2d9f-40fc-8098-e8a3fd0556b6,37,2,1,2,1434,1971.0,1971.0,5.0,5246.5,1,7,3,3,420091.0,55.871663,49.019322,113079
53b33fcd-2f17-4700-9e0d-fc116e727911,45,2,17,0,1434,2021.0,2021.0,20.0,6215.795935044526,1,0,2,5,420064.0,55.68091,49.200036,111089
952d19fb-dd31-4a3b-a2e8-0a7b44c56f58,60,3,3,1,1911,1972.0,1972.0,5.0,5702.2,0,2,3,4,420136.0,55.834633,49.124183,110738
3ec8d3ad-e222-4549-847f-db315682975d,23,1,4,2,1535,1972.0,1972.0,6.0,4682.7,1,3,3,6,420071.0,55.860696,49.227956,82609
fbd234e9-7792-47ac-89b9-2241b08459ff,59,3,4,0,1547,1974.0,1974.0,5.0,3454.5,1,3,3,3,420102.0,55.826493,49.0727,103622
f0d694db-4313-4ee2-a3d8-4973b9cbe9d5,42,2,2,2,1372,1960.0,1960.0,3.0,1370.9,1,3,3,6,420075.0,55.864475,49.226034,107656
0b5b0081-8ccd-4d41-bd6a-9b9263ca4ed7,49,2,12,2,1546,2021.0,2021.0,19.0,21948.3,4,6,2,2,420076.0,55.8559073,48.90590563023383,110494
664c5d87-5c02-4c82-b3a2-689c98ddf6f7,61,3,3,2,1638,1972.0,1972.0,9.0,2870.0,1,3,3,2,420030.0,55.800858,49.005003,85526
36f1c82a-4ac0-482d-bc2f-a6b5ffe30943,61,3,4,0,1372,1998.0,1998.0,9.0,6215.795935044526,1,3,3,1,420087.0,55.769362,49.166853,101806
e81f1cf1-86ed-4e92-b97c-a2d06610f6ef,175,5,4,1,1518,1996.0,1996.0,9.0,2897.9,0,2,3,5,420139.0,55.751492,49.22112,102286
7b24aafa-dc2a-4ce0-a8bb-5e90152ce32e,99,4,1,2,1622,2001.0,2001.0,7.0,4926.4,1,7,3,6,420100.0,55.789249,49.225683,99496
3a3897f3-21af-4931-b744-e01145695744,75,4,7,0,1911,1993.0,1993.0,9.0,5828.8,4,6,1,6,420088.0,55.813809,49.197386,111987
1e9f5922-191b-4a58-8d09-bac15530234f,65,3,2,2,1660,1983.0,1983.0,9.0,20033.89,1,2,3,5,420141.0,55.752936,49.238089,111538
8f71b459-3b87-4adc-9cde-9fd2bbcfb817,32,1,3,1,1664,1982.0,1982.0,3.0,1129.8,1,3,2,0,420036.0,55.848544,49.065487,112500
d4009f69-7061-40c2-93f2-248484d93194,44,2,4,2,1548,1982.0,1982.0,5.0,4586.0,1,3,3,2,420078.0,55.819874,48.899002,97727
8107bdac-8de8-4e50-a92f-b1b3393fe563,36,1,2,3,1517,1950.0,1950.0,3.0,8348.65,1,2,3,0,420036.0,55.856457,49.076662,102493
f89040eb-ee13-44df-9d11-b99d3a5090db,57,3,4,2,1519,1972.0,1972.0,5.0,3735.3,1,3,3,3,420102.0,55.826716,49.06864,103147
2a3ab900-507e-4583-becf-ed90826851a5,39,1,1,0,1608,1988.0,1988.0,9.0,4405.5,1,7,3,6,420071.0,55.867672,49.221183,106154
9df61be2-b4b9-46da-a083-1bcff144dd3e,43,2,3,3,1400,1966.0,1966.0,5.0,3523.1,1,3,3,6,420029.0,55.812732,49.189993,93435
a174a1bd-7e43-4b87-97dd-ba8a9b27c424,58,2,3,2,1609,2017.0,2017.0,20.0,8907.6,1,7,2,2,420106.0,55.8634332,48.87910634957731,106346
e1001143-2d13-4fc9-a0f3-e39bc57e953a,44,2,2,0,1434,1970.0,1970.0,5.0,4508.5,1,3,3,2,420079.0,55.81172,48.939974,93182
437dfe5a-6182-41bc-bcd0-2212e565324b,30,2,6,2,1433,1975.0,1975.0,9.0,3852.0,0,2,2,1,420108.0,55.770755,49.09532,111667
5a592df7-8144-476c-9bea-65cbe51e99f6,35,1,2,3,1372,1981.0,1981.0,9.0,5801.8,1,3,3,3,420006.0,55.842105,49.03374,108309
a551cb48-9fc6-4d63-811e-9ec9402e21fb,65,3,1,0,1372,1989.0,1989.0,9.0,9775.0,1,8,3,5,420138.0,55.740705,49.221515,101700
87a0c308-e917-4510-bf8f-3d5efe6373fe,70,4,9,0,1433,1972.0,1972.0,9.0,10443.0,0,2,3,5,420101.0,55.750996,49.18181,93571
c665f3e0-fc53-4b24-9f93-dbc1e7964af7,40,1,1,2,1731,1981.0,1981.0,9.0,8181.16,1,2,3,0,420127.0,55.864227,49.099542,107500
4340ee06-fb1f-47ba-a355-995836f05870,57,3,4,2,1547,1972.0,1972.0,5.0,5156.12,1,3,3,6,420088.0,55.807415,49.196865,109948
bdd0fad3-54eb-451b-aab8-a781284bb898,61,3,3,3,1579,1967.0,1967.0,5.0,6215.795935044525,1,7,1,3,420095.0,55.829138,49.070427,113115
faa05baf-9fba-4d44-b031-87d33bcedcf1,89,4,8,2,1608,1995.0,1995.0,10.0,7514.0,1,7,3,6,420140.0,55.769687,49.233678,111625
0635b174-d4e7-4e15-b6b3-2f66fd403b67,123,4,3,2,1479,1989.0,1989.0,5.0,20785.0,1,3,3,2,420076.0,55.84863,48.916016,60163
d1138cf9-8689-4449-a8cf-835dae0a37bc,198,3,5,2,1547,2004.0,2004.0,5.0,7473.2,1,2,3,4,420124.0,55.818635,49.116879,101010
60a196d5-10d4-493d-9f4a-3a4d5dff75c5,36,1,4,2,1630,1971.0,1971.0,5.0,5235.1,0,2,3,5,420101.0,55.75283,49.181432,33426
a26a004e-54fb-49db-a45e-01a02ef43b62,44,1,15,2,1372,2017.0,2017.0,20.0,6215.795935044526,1,4,2,2,420106.0,55.866051,48.87287,102273
