uuid,Короткий Адрес,Площадь,Кол-во Комнат,Этаж Квартиры,Ремонт,Экспозиция
5a3d2f38-b2e2-4144-b603-c48ce24f4a66,"Заря, 5А",51,2,5,Косметический,1547
e4a1d3b4-f5ef-4328-8794-b2cece303771,"Восстания, 47",47,2,3,Косметический,1608
ff1f079f-a4b9-43ff-9d3a-23c4120e61a5,"Курынова, 6 К1",73,3,14,Евроремонт,1902
e5b64b84-2776-4c4b-84fa-583b3a9ab923,"Кулагина, 5",17,1,2,Косметический,1911
a40b410d-977e-4498-bf5d-19dd88816055,"Мусина, 47",34,1,2,Без отделки,1786
3054ce07-6295-48e0-8275-abc3b4ff4633,"Стадионная, 1",51,2,4,Евроремонт,1789
7d905fdb-f6df-43c7-8e8a-8fa92f606384,"Гарифьянова, 8",37,1,5,Евроремонт,1629
33ab9cda-6f6e-49ef-8cea-85c829f8b4cd,"Дубравная, 43А",69,2,2,Евроремонт,1434
7743963c-ba3c-4817-963d-e4dcff656ffe,"Поперечно-Базарная, 59",18,1,2,Евроремонт,1774
951d0819-f367-4365-8804-004122ab1712,"Техническая, 39Б",18,1,3,Евроремонт,1461
7d3f5182-34bd-4f17-9383-e295e5a3e470,"Побежимова, 47",29,1,2,Евроремонт,1911
995a4fd2-588f-4830-9377-95beead09add,"Батыева, 19",79,3,4,Евроремонт,1609
c1d98e54-299f-47da-bec8-bb4515c9acb2,"Восстания, 25",12,1,5,Косметический,1731
03f6e032-067e-4bdc-99e4-33d0d209f118,"Голубятникова, 19",32,1,5,Евроремонт,1660
4955ffa1-deec-4715-b594-c3aad2c7fdc1,"Роторная, 27Д",101,3,9,Без отделки,1535
cfc3371d-1230-4365-a592-2b6c1e1d407f,"Проезд Детский, 3",32,1,18,Евроремонт,1790
c18bf2a9-807b-4acf-b883-2da2c4839ba6,"Октябрьская, 23А",43,2,3,Косметический,1401
06b6ca62-5ab6-45e3-b82e-aa7ec437ee92,"Светлая, 20",30,1,1,Евроремонт,1849
5672c2e5-7df6-4f90-8380-dc25ffb8239d,"Победы, 18 К1",66,3,4,Косметический,1887
76f63b8e-05f9-4c9d-b3d1-85250d396db8,"Касимовых, 21",63,3,8,Косметический,1729
80155cf1-bfc8-4aa4-b87a-0c64e6bf5893,"Челюскина, 38",43,2,3,Косметический,1579
54b6ec8d-5f6c-4b84-974a-0573b0fccdac,"Роторная, 27",40,2,1,Косметический,1617
2958a7bb-2a24-42fe-a054-5ba54c27a2f6,"Горьковское, 31",32,1,2,Евроремонт,1609
c0d81d25-393a-4733-8742-a520c72ffd1e,"Победы, 34",93,4,4,Косметический,1729
1a4193ef-8c88-4364-9301-45db443f6a33,"Касимовых, 21",63,3,8,Косметический,1787
f4436130-531f-4cb6-8c52-b47fdced2def,"Чистопольская, 31",49,2,2,Без отделки,1400
394fdba9-063e-43c5-840a-f47d7f0c30e5,"Тэцевская, 4В",37,1,7,Без отделки,1534
745ed567-a2c6-4520-be09-6508c29060db,"Карбышева, 65",79,3,3,Евроремонт,1849
069f7e8d-1ba8-47c8-bf97-849f7a22a0f3,"Кулахметова, 15",32,1,1,Без отделки,1480
f5fd5285-0efb-4ec7-a48a-cb31dd3c1c97,"Сабан, 1А",62,2,3,Косметический,1731
f11934d1-09cc-4abc-ba34-ec69fe1dcbe6,"Кулахметова, 12",31,1,1,Евроремонт,1609
873caa8a-2cd1-4e82-b6ba-d7e2321fe550,"Фучика, 145",34,1,1,Косметический,1372
c2b75ab7-87e3-4a33-b25e-4b462602b1c7,"Зорге, 21",42,2,1,Евроремонт,1608
c5073bca-b2cf-4ede-986f-5270791401b8,"Победы, 78",56,2,17,Без отделки,1842
699c9e47-6c73-442a-8b5e-21a544e3507f,"Аббасова, 19",54,2,4,Без отделки,1578
b32bde65-7d67-49c2-8223-20d0392298d1,"Бойничная, 5",78,3,1,Евроремонт,1547
6c26834a-0a62-4294-9152-926be0b06dda,"Глушко, 9 К1",47,2,4,Евроремонт,1761
4b01719f-e9b9-4048-ac6c-32d3f627d765,"Гудованцева, 5",16,1,2,Косметический,1578
d25a6941-8a86-4c01-a000-15eac761cb31,"Урицкого, 31/53",53,2,3,Косметический,1548
59d601cd-5c08-4475-980c-31c0655a9d88,"Мусина, 71",34,1,1,Евроремонт,1372
e8ae6397-480b-4802-9d01-2059fb7c8e3c,"Короленко, 37",32,1,1,Евроремонт,1743
a4f40726-2401-4999-ad0c-7b52450712e1,"Восстания, 16",32,1,5,Евроремонт,1580
ff387a50-e05e-43ec-876d-b80890f9508e,"Бондаренко, 20",68,2,8,Косметический,1775
c9a927dd-97f0-4339-89c2-12ffee179d12,"Абсалямова, 26",75,2,7,Евроремонт,1434
0fced01b-e187-427b-8351-7de280b7cf42,"Мусина, 59Б К1",33,2,3,Косметический,1535
9cca1419-7ef6-49a8-b346-64d321eff519,"Табеева, 1",55,2,9,Нет информации,1373
c5aeafad-c5b4-448b-bfcb-5aef06b0bb61,"Сафиуллина, 28",35,1,5,Без отделки,1580
35203b13-d5ca-49f0-9315-e6a39c95670f,"Серова, 51/11",72,2,3,Евроремонт,1789
e4f9efa0-befe-486b-80f5-89bca2b52b86,"Актайская, 15",43,2,4,Косметический,1609
d1b9791e-f797-4f60-8bf9-cb8294c1392c,"Касимовых, 62",37,2,2,Косметический,1517
4e18e4d0-b35c-4c9b-b6fb-9599e797594e,"Ленская, 10",46,1,10,Косметический,1730
75deb695-924f-439e-93ca-a0e60b07d2bd,"Липатова, 21",17,1,2,Евроремонт,1579
cfd4369b-d00e-429b-b0b8-3c5c9e053c8e,"Р.Гареева, 78А",45,1,9,Без отделки,1396
4a5f1eb2-ce45-4dcc-9dec-99f21ff9f05c,"Усманова, 21",32,1,4,Косметический,1401
2f6348eb-ae35-4143-aaca-27e917a0ad30,"Бойничная, 8",42,2,5,Без отделки,1373
a30ebc05-9127-43bc-a0dc-5d3300c90609,"Ф.Амирхана, 97",50,2,3,Косметический,1579
300b2f98-83d1-45c5-96bd-bf6c6db69fc6,"Чуйкова, 65",130,4,9,Евроремонт,1608
4d1513f1-3fdf-4aeb-bd9e-442f0e4d79ff,"Лаврентьева, 10",63,3,7,Косметический,1679
33e4067d-fc56-4621-bc4b-ca2380a8216c,"Лазарева, 2",33,1,2,Евроремонт,1731
1e62d8d9-90c2-410d-9d82-d7a43e996488,"Адоратского, 4",66,2,6,Косметический,1402
a150f565-a37a-4161-8b80-d248dec9ce81,"Фучика, 22",35,1,2,Косметический,1408
4349c69f-bf72-4776-8902-53a5d338f75b,"Гвардейская, 42",31,1,5,Косметический,1548
ccdc0593-c210-414a-bdcd-1e608754c464,"Фрунзе, 17",44,2,5,Косметический,1897
e3ad4111-5425-486a-ba52-aa0289b42a28,"Короленко, 54",22,1,4,Евроремонт,1727
3b5d467a-35cc-4952-ad41-4417669683b9,"Фучика, 96",32,1,1,Нет информации,1548
002abc17-7b5e-4dbe-a295-20e924e29488,"Адоратского, 51",62,3,1,Косметический,1853
84baafec-b8ba-4ad2-9daf-31873b4f9947,"Глушко, 8",55,1,16,Косметический,1808
579f6e39-e82f-4878-9bf2-b062f929c550,"Сеченова, 11",45,2,3,Косметический,1762
16a80db5-8b21-463f-b53d-9f9e12427a0e,"Оренбургский, 140Г",60,2,15,Евроремонт,1869
fdcd4f3f-5531-42d9-9c40-27a536bdc345,"Победы, 178А",42,1,3,Нет информации,1578
e902487b-86d8-4f9e-9d43-05363fa7fe17,"Тэцевская, 4Е",37,2,6,Косметический,1629
cc19bfb9-c782-4c22-a0ab-7624aa77bda8,"Победы, 146",56,2,3,Косметический,1789
6793d8ab-615c-4868-ae03-ff911e68256d,"Мкр Теплоконтроль, 12",65,3,3,Евроремонт,1394
67ec592b-84a0-43b3-8788-06700a489523,"Новоселья, 6",37,1,15,Косметический,1408
bf96bc17-5c75-4b1c-9c95-c15345e85b37,"Урманче, 10",47,1,6,Косметический,1618
f8789770-c16a-4d0a-abb9-af369481aeb3,"Карбышева, 61",50,2,10,Косметический,1578
477b2cdf-4d8c-4dc2-a5c9-d821174bacbc,"Р.Гареева, 102 К2",43,1,1,Нет информации,1479
d873a7c0-98b3-4b1d-92a7-2f707204967d,"Кулахметова, 20",35,1,11,Евроремонт,1638
bbc0d1d9-1827-49c3-ad4c-f00942cf75a3,"Габишева, 25А",38,1,1,Косметический,1731
fd2be8df-3a4e-45a7-ae23-581fb810ab64,"Гагарина, 39А",44,2,5,Косметический,1609
ce71f364-fa73-420b-964c-2df373ceecff,"Чехова, 11",144,3,2,Косметический,1614
142975ce-8733-4e14-97cd-a5b9ea75d016,"Проезд Детский, 1 К2",31,1,6,Евроремонт,1762
5f793344-0b42-4836-a4ba-77dabc60447c,"2-я Азинская, 1Д",62,2,5,Евроремонт,1744
5341097a-c169-404e-b6e8-249417aa8c99,"Фучика, 55А",75,2,5,Евроремонт,1546
c4119f44-5720-4c79-a933-90a29680ccf1,"Чистопольская, 61Д",85,3,10,Нет информации,1372
4352f33c-a5a8-467d-88aa-3782b2cf3f47,"Тэцевская, 4Б",46,2,5,Евроремонт,1536
8126fe1f-cb86-4b94-99c4-77a4ecd3ac67,"Ипподромная, 13/99",44,2,5,Косметический,1643
6283d8d6-8358-468d-8ad1-c869c1d0a4ac,"Карбышева, 37",44,2,5,Евроремонт,1396
651a496a-52dd-465f-9a04-bb5cf1524f5a,"Ибрагимова, 83А",57,3,6,Косметический,1729
2536cb46-f0bd-48d4-9ecf-f7e49153c6ca,"Ноксинский спуск, 5",39,1,5,Косметический,1579
78017abe-4b18-4905-8439-8fd88aacff7b,"Аббасова, 10",51,2,5,Косметический,1789
f8126e8b-68ed-4d3b-94e2-c5236e944e45,"Фучика, 75",32,1,8,Косметический,1534
934390f4-e17a-4219-ae84-0fc31ac8b024,"Латышских Стрелков, 8",44,2,3,Косметический,1609
3f633cbf-9521-4541-907b-5d7d2d7aab83,"Ново-Светлая, 11",32,1,2,Евроремонт,1727
4082b388-7a30-47b2-8439-5ebd10a5b652,"Оренбургский, 138Б",38,1,2,Косметический,1680
6d781f18-f27d-4c39-8269-9e2bb8e87d97,"Гагарина, 20А",30,1,5,Косметический,1434
01af8310-59ff-4f2a-93bd-292fd759eb4a,"Павлова, 13Б",41,1,4,Без отделки,1882
4b42a699-150f-4eea-be54-69738d234623,"Гали, 36",50,2,9,Нет информации,1373
fdebc6eb-8a7b-40fd-8ecd-72aef9fda9c1,"Лушникова, 5",45,2,2,Косметический,1725
c645e16c-1dee-4fe1-b22f-1d0f93a557cc,"Чуйкова, 1",36,1,10,Косметический,1396
3a54a953-c1fa-40b4-b44b-734940817fbd,"Восстания, 25",22,1,5,Косметический,1887
3eee83ca-93b4-4287-85e8-71421177c3f2,"Тылсым, 15 К2",35,1,1,Евроремонт,1849
f6ff56e8-2764-4b94-bba9-9059ede4fe24,"Гарифьянова, 42",13,1,4,Косметический,1762
daa0fee0-af10-4231-bf2d-ad6af912b25e,"Завойского, 22",51,2,5,Косметический,1911
689a2c18-f99b-4d44-8dcc-7760e58c1f35,"Сибирский, 34",43,2,2,Косметический,1774
fc7b93dc-111f-4886-9811-b4abdd42a1da,"Кошевого, 4",32,1,2,Косметический,1579
e5802ca3-65da-4445-96c3-bff283a6e03a,"Ф.Амирхана, 51",54,2,7,Без отделки,1911
d109a602-babe-4f75-bd3e-e5ba75d87e88,"Чуйкова, 43",51,1,10,Евроремонт,1434
dbb30f1f-857e-43b5-9c35-f95fd280ddc7,"Авангардная, 91",18,1,3,Евроремонт,1731
e2fd6698-6f9e-4acb-8730-ebe5c3c2d31d,"Волгоградская, 35",33,1,2,Евроремонт,1902
5b3a773d-56cb-41b6-8647-bb8d3e9f1290,"Батыршина, 25",18,1,5,Без отделки,1911
8eb2d9e2-aa5f-4906-85c0-415f61577bd5,"Стадионная, 1",25,1,14,Евроремонт,1579
1cbf1f8e-5c54-4548-9f53-fa101dcaaae6,"Адоратского, 32",37,1,6,Косметический,1761
d0cef8c4-55ba-4702-88e4-249bd731384d,"Лумумбы, 57",53,2,4,Евроремонт,1853
2dbe552e-9fa9-418c-8c30-04787381d1d5,"Дементьева, 31",12,1,5,Косметический,1850
75570eca-3847-45fd-ab5e-6d5928c98308,"Батыршина, 28",42,2,2,Косметический,1817
84e7c9b9-1f89-4070-8134-e6e37f6e4721,"Нигматуллина, 1",103,3,3,Евроремонт,1498
add3ceb0-ef65-4130-8932-9b7b81296148,"Победы, 210А",69,3,4,Без отделки,1880
4067ee88-9227-400b-91a3-465688a6c74f,"Урам, 1 К К4",57,2,3,Евроремонт,1394
fe18eff8-c894-458e-aa95-32cafee46520,"Гагарина, 69",32,1,1,Косметический,1434
84027feb-e2c3-412f-8de2-37f26c88e64a,"Оренбургский, 4Б",55,2,25,Косметический,1536
9278ef26-87ae-4260-ab5a-4870a9409d21,"Шоссейный Пер, 7",12,1,5,Косметический,1700
7998e80b-f225-422a-8eef-c07fbbc23ea8,"Урманче, 4 К4",60,2,3,Косметический,1396
eb8c1367-bec3-4f07-98e4-bc459f4b7f27,"Назарбаева, 62",33,1,2,Косметический,1579
560641eb-aba1-457a-b060-09e54024e6d2,"Халева, 3",43,2,3,Косметический,1911
10b46ab0-768d-4476-b97a-89ad4c6e853e,"Мусина, 50",46,1,1,Евроремонт,1396
ff5b2d0c-e3d4-4384-9c9b-9031ad77a786,"Мало-московская, 14А",33,1,2,Косметический,1762
823ec636-e3c4-4a3f-8164-aa9d9b86d2d4,"Рахлина, 13",44,1,9,Евроремонт,1608
e89eafc6-70f3-4f48-a149-d2baebdbcb79,"Минская, 12",68,2,13,Косметический,1608
daa4d913-da2f-4f7f-a1c5-a90f9ec92772,"Медовая, 1А К2",41,1,1,Косметический,1761
4e53a81d-3b81-40af-af8b-558f8c75b73f,"Ерина, 5Д",32,1,5,Без отделки,1789
0d7ebcd7-5460-4c2e-9629-4a579c3a9d82,"Победы, 139 К2",63,2,9,Евроремонт,1638
66bd1f75-1440-4e8a-aa48-b15eb6039745,"Фучика, 108",32,1,9,Косметический,1372
6bcaaeb6-bbba-4a53-803e-4d53240332b3,"Ярышлар, 2А",31,1,7,Евроремонт,1762
bdf3686e-e816-4e34-9f0e-b1697b38e50f,"Дубравная, 29",65,2,10,Косметический,1517
6ffb3ee9-b4b6-433f-9ac7-024fd92d6c98,"Кутуя, 7",42,2,4,Косметический,1818
b4c18aff-8177-4548-aa5e-8c71dba8a92a,"Чуйкова, 1",62,3,13,Косметический,1911
2e490b89-79d2-4ec4-b3b4-18106a338759,"Техническая, 39Б",30,2,5,Евроремонт,1729
57d47736-9240-4efc-a721-b83ebf282d04,"Поперечно-Базарная, 74",31,1,5,Косметический,1623
215d6d74-9e04-4010-bb5f-ce8f8086985f,"Урманче, 10",53,2,6,Евроремонт,1377
66bd49c6-558e-47d0-a430-72bf99318d62,"Сказочный Лес Жилой Комплекс, 4.1",52,3,21,Без отделки,1433
5cf824f5-d11f-4907-8199-66062094ce25,"Коломенская, 17",34,1,5,Косметический,1619
8df728a1-c1b7-41e2-90d6-f64fea7343f1,"Победы, 15 К2",62,2,2,Евроремонт,1656
50aedf1b-7d8b-434c-9c64-32d065658f5b,"Стадионная, 1",26,1,15,Без отделки,1608
36366137-4888-4af1-a55d-13a9fb3e577b,"Халтурина, 10",31,1,3,Косметический,1679
2aa8c5b5-9e8f-49b7-bea9-3c6d11d86622,"Минская, 73 К1",198,6,7,Без отделки,1625
008c436a-a571-4864-a19b-9e9ee1d52500,"Роторная, 27Д",101,3,10,Без отделки,1535
e66b7f3f-befa-4005-b2cd-3ad8f7612703,"Мусина, 61А",50,2,5,Косметический,1497
1bba0160-3ee7-4b93-94af-39b059a568ac,"Сафиуллина, 8",12,1,9,Косметический,1729
4a8b5272-8f36-4305-9282-0ba9e344596d,"Тэцевская, 4Б",38,1,10,Евроремонт,1401
e220a285-8f9c-4ac4-a3bc-349c6862d383,"Ярышлар, 2А",30,1,16,Евроремонт,1731
584abe91-fee1-4513-b852-cc179cd6a89a,"Восстания, 24",18,1,4,Евроремонт,1789
5c62efc1-55bc-4a75-979c-977c30e8f520,"Воровского, 1",41,2,2,Косметический,1762
e3533836-92ea-4cb4-8453-5cf4ac7f2473,"Стадионная, 1",25,1,6,Без отделки,1518
509bf362-1d21-42db-a2a7-82292a88a47a,"Адоратского, 1",106,2,11,Нет информации,1579
0321e657-1c2a-475d-b02d-298ab98f7ee9,"Серова, 41",74,3,5,Косметический,1729
6adca1c5-48e6-46b2-ba71-8baad3e9c892,"Мусина, 47",34,1,2,Без отделки,1753
26766d91-e3ad-49b2-9b28-2c3160be1a27,"Актайская, 7",50,1,13,Нет информации,1480
8da1084f-930f-4bb0-b93a-b9eba3dc4ab5,"Фучика, 108",31,1,9,Нет информации,1372
2c0238a9-0595-472d-a88c-fe00fb405ad3,"Кутуя, 46",47,2,5,Косметический,1609
c5695f80-2e9d-4382-a6b5-fffa9dcf44f1,"Фучика, 14",62,3,5,Евроремонт,1729
7596e0d9-4c31-44fa-90a8-08a4bf5d7f0c,"Болотникова, 1",30,1,2,Евроремонт,1499
79c9135b-33c4-42f2-ab25-37e4acf3c0cf,"Карбышева, 12А",108,3,19,Косметический,1518
3b368187-ec2b-4405-aff6-82b3570d48f3,"Минская, 46",40,1,2,Евроремонт,1639
ae322078-308e-4b89-b304-468716cf34a4,"Зорге, 82",38,1,3,Косметический,1609
f66d4cdf-86f6-4327-ba4d-69d657bc31d0,"Фучика, 110",38,1,8,Косметический,1433
56d72d71-189e-4b89-9d44-f1dfd300abda,"Баширова, 3А",42,1,5,Евроремонт,1578
ed4b2f54-6d7b-445e-bb56-4316041b9fee,"Воровского, 11",47,2,1,Косметический,1722
8af01d73-c45f-4b7b-a927-fe871e323945,"Камала, 4",13,1,5,Косметический,1434
d9e377df-53b9-4acd-845f-d1409dabdb5b,"Карбышева, 33",27,1,1,Евроремонт,1578
d6a63734-9e23-42d8-8db9-73960324ce19,"Гали, 10",34,1,8,Евроремонт,1373
764e7911-92ba-4517-b5b1-1b7a67a491e9,"Фучика, 20",52,2,8,Евроремонт,1729
99c2cc99-5df4-40e4-b739-72d8f27ea92c,"Батыева, 5",58,2,9,Евроремонт,1612
fec6f378-ec9e-457a-83b0-0c59d0070501,"Бондаренко, 20",69,3,9,Косметический,1777
f366c1f9-3b3b-46b9-9946-cd81c13df074,"Лазарева, 3",50,2,6,Косметический,1518
204d5a87-aa3c-4f97-900d-748d96dea8ca,"Дубравная, 43А",49,2,1,Косметический,1608
d34b7a7d-5b3b-4633-9c65-3b5362693de2,"Зинина, 1",121,4,9,Косметический,1668
24474d9f-71ed-496e-b34f-ca6fc128eda4,"Латышских Стрелков, 8",44,2,3,Евроремонт,1789
e2bf3795-9636-4d8f-9e1b-70c843224957,"Восстания, 77",32,1,1,Нет информации,1609
53d39e0e-6a4c-49eb-b662-0756da838be0,"Зорге, 92",37,1,1,Косметический,1790
ae9856d9-2d62-4812-93e3-d1578f9fd031,"Глушко, 37",44,1,1,Евроремонт,1789
58556c74-8d45-4e97-8378-1a16f7d37f5a,"Восстания, 18",35,1,5,Косметический,1578
3346669e-5f45-4056-b202-a332bbce1255,"Химиков, 45А",12,1,5,Без отделки,1735
ac45e2c1-8f0e-4e22-b7bd-f92265b35455,"Зорге, 76",65,3,1,Евроремонт,1911
ef5a6669-d954-4937-bc8e-d2462d09ccbf,"Калугинская, 4",19,1,2,Косметический,1434
b351a779-f64e-4b39-bb59-e1c60987d083,"Адоратского, 11",50,2,2,Косметический,1653
d0bbafcc-99de-4325-a036-d9ae2a6ad8ce,"Батталовых, 20 К2",50,2,7,Евроремонт,1637
1eced51f-740c-40af-ad2d-4f22cae39341,"Зорге, 81",57,2,9,Косметический,1373
1cb37f81-be77-4576-8b20-0618403b55a9,"Адоратского, 27",66,3,6,Косметический,1636
b145514b-7f77-47bc-8475-19c426d01cc3,"Короленко, 55",32,1,2,Косметический,1761
d8efb390-1527-46ef-9b9e-a7a212b75d21,"Адо, 17",83,3,6,Евроремонт,1639
c664c13e-6ee7-42cd-b8ff-3c49fcc84301,"Гарифьянова, 38Б",108,3,10,Евроремонт,1729
9bb2497c-da3f-45ff-b52f-fbf7b79d0f8a,"Урам, 1 К К3",60,2,7,Без отделки,1480
97c44086-cb6b-4ec0-a4e1-da33300f8b08,"Ершова, 49В",170,4,5,Евроремонт,1729
b8e3961e-4c7a-4440-a48c-e2e4514665c0,"Чуйкова, 49",66,3,5,Евроремонт,1883
5c183774-9fa4-438d-a2a9-fde2e44dd6f8,"Адоратского, 13",66,3,9,Косметический,1883
d05077e5-346f-4946-b867-574c8b531af0,"Стадионная, 1",38,1,7,Без отделки,1372
d90049cf-b9d0-482e-9504-8ea1aa026680,"Сабан, 1А",36,1,1,Без отделки,1818
d053d9ee-dee3-4ca9-adc4-3d400345dc20,"Адоратского, 4А",68,2,3,Евроремонт,1373
f0aaf878-518e-4e03-a85a-09846ef58e6d,"Стадионная, 1",39,1,6,Без отделки,1499
342747c6-0c8f-405a-b471-2396e32d40ba,"Глушко, 24",48,1,5,Косметический,1883
8ef7a0f6-07ed-4687-b5cb-3c88b8405c30,"Айтматова, 5",57,2,7,Евроремонт,1517
7d926bfa-b34c-4c27-b23b-5843197d84e5,"Габишева, 18А",52,2,14,Без отделки,1731
9536958a-3bf3-4aa6-8f55-58ed1cc7c272,"Тазетдинова, 1",54,2,6,Без отделки,1578
9a1bed03-730c-437d-9af4-26e7d23f11b2,"Шадрина, 1",48,2,7,Евроремонт,1781
ee91a7b5-ee9d-40ba-8e88-09b827d5157f,"Бойничная, 8",42,2,5,Косметический,1405
6e9982c4-e1e9-47a9-b120-8441423c14b8,"Завойского, 12",38,1,1,Косметический,1911
03f8b121-8f46-4d5d-a40e-8746f46e3325,"Халтурина, 4",31,2,2,Нет информации,1480
dbc9032c-6f65-4fcb-8b84-5c22f7f9e39e,"Губкина, 4",31,1,5,Косметический,1518
e200698a-f8ef-4e1d-bbfb-840fe1cac6c0,"Р.Гареева, 92",70,3,8,Косметический,1611
c9a5d56f-c4ca-49e8-8d0b-9a30a9fc49a7,"Касимовых, 82А",48,1,1,Евроремонт,1911
ef2101f1-fb7c-45cf-ac1d-51d7f2785097,"Карбышева, 33",55,3,2,Косметический,1839
44c8e6cd-ea49-4426-82b1-5ae7b18ea863,"Декабристов, 83",52,2,2,Косметический,1397
08bb5477-4e1b-4d0f-87b8-c69770ab76ea,"Роторная, 27",40,2,5,Косметический,1580
b76a6787-40ab-4699-8d3b-f0b9f161fb32,"Касимовых, 50",44,2,5,Косметический,1433
bf37129a-cf9c-4efa-96a3-16e0aa314568,"Восстания, 12",43,2,3,Косметический,1731
ff8d37c1-c4c6-4f8a-8355-51c7fc14d81c,"Гагарина, 4",31,1,5,Косметический,1853
0720c378-662d-4226-af2a-b275d49e3f76,"Ноксинский спуск, 4 К1",68,2,6,Без отделки,1818
dca33fad-1cc1-4623-9671-841ab0d8a8bf,"Баруди, 20",88,3,4,Евроремонт,1396
096a7a84-4398-4fe4-b755-799990992624,"Парина, 10",36,1,4,Косметический,1396
ef85a85d-2c21-4a7a-9eed-96203cf8e45c,"Нариманова, 45",12,1,4,Косметический,1479
f6c3293f-2c47-4573-83ab-dff06bf41906,"Моторная, 31А",29,1,4,Косметический,1397
aac12a10-648e-4ac6-9a67-9d84a0a44a53,"Урам, 7А",75,3,1,Косметический,1762
b8765d91-53f0-46a1-ba42-b0ec0bcb54a0,"Заря, 26",44,2,3,Евроремонт,1789
8f551b15-eace-4be4-bc85-a81ef1341ac7,"Победы, 139 К2",83,3,9,Евроремонт,1729
c573243f-9d46-4a25-a800-2cb78d25cab5,"Энергетиков, 3",45,2,9,Косметический,1480
38e2240a-9358-4596-8e63-7cab9f69a2da,"Волгоградская, 19",34,1,5,Косметический,1609
67bea1d3-356b-45e9-ba99-470a5a5d21fa,"Химиков, 35",18,1,5,Косметический,1679
91735fc2-220b-44a5-a749-c31c5f2c9c79,"Чуйкова, 39",35,1,2,Косметический,1628
5491ac6c-8315-4c75-b3da-02ef18766510,"Урманче, 10",47,1,6,Косметический,1578
b9bbc02f-4d2d-4d42-8ef2-2eb79cc34393,"Чуйкова, 63",26,1,6,Косметический,1729
2de3d044-9e92-4120-a5e0-aa69899e56d3,"Ново-Светлая, 20",95,3,3,Евроремонт,1729
880405ce-4b50-40af-b42d-0bbe32051b4a,"Фучика, 86",40,2,6,Косметический,1518
01aa3c0e-aac8-49d1-83cf-6b419c079c89,"Даурская, 20А",55,2,3,Евроремонт,1638
09a6ff5b-0b10-47df-befe-ad511eb3fe82,"Адоратского, 3Б",108,3,3,Евроремонт,1372
ac3faf1f-c15a-410c-b220-3ff0709b5364,"Воровского, 7",32,1,5,Косметический,1789
275aadeb-3931-46f5-9bcc-f22c40defc9a,"Дубравная, 29",95,3,14,Евроремонт,1636
74f5c54b-95ab-45ff-9c30-bbc588aa7a82,"Файзи, 3",42,1,2,Косметический,1818
cf5be7eb-4e15-4063-867c-996cd97ce9c2,"Красной Позиции, 29Б",32,1,4,Косметический,1534
c13c62b8-8ab6-4045-86be-82751b941aec,"Аэропортовская, 25",100,3,2,Без отделки,1372
8874b796-d74c-4155-9850-410907e8a3e3,"Серова, 2",41,1,9,Косметический,1517
13dd133e-4bc5-4031-9544-c4184bee7c1b,"Молодежная, 14А",29,1,3,Косметический,1497
92fb592f-c369-4a5e-9f0c-c69e6d9afd44,"Павлова, 11",19,1,7,Евроремонт,1852
f7723122-625e-4d4a-a33b-d6f5e57aa834,"Космонавтов, 9",32,1,5,Косметический,1433
4176d84b-28f3-434d-a568-d6a47bf82587,"Урманче, 1",91,3,6,Евроремонт,1852
6d823dda-0eab-40cc-ad29-036f64295167,"Касимовых, 22/7",13,1,4,Косметический,1401
e8739ff8-2c13-4451-a001-34cf8a4bb532,"Рахлина, 7",45,1,8,Косметический,1661
31db983c-482d-4daf-bb0a-de84d69193d5,"Лумумбы, 58",84,2,8,Евроремонт,1579
a3296d99-a046-453d-ac8f-57405ff1f3e3,"Зорге, 60А",83,3,4,Косметический,1608
1aba05c1-4c69-4e6b-ad4d-0fe8108d3360,"Шоссейная, 18",31,1,3,Косметический,1783
65d45cdd-9227-47be-b59c-3b740938fe6e,"Восстания, 43",58,2,2,Евроремонт,1637
84204ece-2bfe-45bd-b22a-3611a77c0c17,"Качалова, 78",64,3,2,Без отделки,1624
effa58d5-05aa-4edc-972f-973745cf780b,"Меридианная, 30",52,2,10,Косметический,1651
faa34b31-4e52-4136-87bd-80e541b6d5cd,"Тэцевская, 4Б",63,3,5,Косметический,1853
aef96c0e-be72-4513-a6aa-2299fea3f046,"Гали, 38",76,3,5,Косметический,1401
e2e41bb8-efe1-4bcb-bcac-5386bfad7003,"Дементьева, 28 К2",12,1,8,Косметический,1731
2e812c29-377f-4557-af14-7a28f1896499,"Проезд Детский, 5",33,1,2,Евроремонт,1762
f09ebd34-79d0-416e-85f8-64ce9330a55a,"Окольная, 94А",40,2,2,Евроремонт,1625
d9a472e6-80b0-4f70-b7ca-95a7c14fe4b3,"Урманче, 8",74,3,8,Косметический,1786
632a393d-3997-470a-a592-646ae052b9f0,"Беломорская, 10/19",37,1,5,Косметический,1724
d6a23ebe-c3bc-4f8c-be23-95ada10d7af4,"Безоблачная, 6А",57,2,2,Евроремонт,1622
50bd9402-e764-4ef0-979b-bf05b0fc573b,"Дубравная, 43А",70,2,2,Евроремонт,1731
35289660-31c8-4fe3-9f3a-c16bc111eaf8,"Урманче, 10",48,1,6,Косметический,1659
8b51ced0-6139-492f-9bec-bd1da007abd7,"Павлюхина, 120",45,2,5,Косметический,1607
fc5a9e55-9df1-4825-8881-fdbed19209ac,"Терегулова, 20А",135,4,4,Без отделки,1433
